LD,FD,RD,HA,W_R
0.8915249392596827,0.36931899641577054,0.30576620403491195,-0.8852,4.3298
0.42603973131342016,0.28559139784946236,0.9593647159822578,0.6788,2.5311
0.8762326711447763,0.27340501792114696,0.714694519959937,1.6664,1.3671
0.6128340717450336,0.01992831541218637,0.37644870510802686,-2.0558,5.8374
0.20222952694011714,0.29806451612903223,0.772213478323079,-1.4565,2.1953
0.8087751893668715,0.7736200716845878,0.5500071540992988,-2.3302,6.1935
0.11790767471773617,0.16573476702508966,0.009157247102589694,-0.7499,3.7871
0.34586251250535943,0.9665949820788529,0.8926885105165261,1.468,1.8721
0.722452479634129,0.47154121863799286,0.28559164401201886,0.2581,3.4655
0.09232528226382736,0.43813620071684595,0.9423379596508799,2.9651,-1.3289
0.8833785908246392,0.2394265232974911,0.041923021891543844,1.2685,3.6277
0.5280834643418608,0.28143369175627236,0.3360995850622407,0.24,2.9463
0.9501214806345577,0.29534050179211474,0.6049506367148376,1.8023,1.306
0.7510361583535801,0.5678853046594983,0.10845614537129766,1.7285,4.0189
0.25453765899671293,0.7297491039426522,0.27657747889540707,-1.2198,2.5105
0.07974846362726878,0.5936917562724013,0.9069967091143225,1.3465,0.8586
0.7093039874231812,0.2243727598566308,0.367720703963371,-1.3318,4.7265
0.8262112333857368,0.3264516129032257,0.10960080125912142,-2.7307,6.5582
0.23395741031870804,0.07068100358422941,0.7941050221777077,2.9965,-1.5646
0.311562098042018,0.06379928315412181,0.08484761768493343,0.0217,2.2915
0.3601543518650851,0.7255913978494624,0.25168121333524107,-0.967,4.3321
0.8582249535515221,0.38236559139784937,0.4521390756903705,-1.7517,5.381
0.7446048306417037,0.9017921146953405,0.8164258119902703,2.1957,2.5446
0.684007431756467,0.13605734767025085,0.590642438117041,2.7412,-0.6873
0.742032299556953,0.9604301075268815,0.16726284160824156,2.4066,4.5157
0.4400457338859511,0.37304659498207887,0.027471741307769304,2.4252,4.5085
0.4093182792625411,0.42050179211469535,0.6375733295178136,0.9451,2.6404
0.11833642989852794,0.2096057347670251,0.3528401774216625,-0.7936,2.3344
0.31985136487065885,0.0362724014336917,0.8388896837888109,0.3815,2.0764
0.6861512076604259,0.46623655913978485,0.22349406209758182,0.6551,3.5275
0.03515792482492491,0.4468817204301075,0.561739876949492,1.6934,0.0721
0.15735315135057887,0.6012903225806452,0.5098011160394905,1.6639,0.8375
0.12262398170644567,0.7750537634408601,0.43539848333094866,0.8878,1.6922
0.5749606974417607,0.21161290322580645,0.4157962512519673,-2.0739,5.609
0.5227954837787625,0.9506810035842292,0.04335384175132351,0.7916,3.2704
0.048163498642275204,0.6071684587813619,0.6146802117613392,2.9579,-1.7238
0.7824782049449763,0.5083870967741935,0.7732150522249248,1.7117,2.2028
0.8669429755609548,0.21964157706093185,0.8051223350980112,2.7689,-0.1871
0.14563384307560384,0.15111111111111103,0.0932894548576334,0.8177,3.3716
0.15292268114906388,0.9777777777777776,0.14136500214622982,0.2708,3.1224
0.22895526654280401,0.8265232974910393,0.9424810416368579,-0.4265,2.8983
0.20222952694011714,0.8721146953405017,0.9995707540420662,-3.0667,1.2145
0.7670430184364727,0.4199283154121864,0.4994992130490771,1.7281,1.8729
0.05273688723738745,0.23971326164874546,0.6158248676491629,3.0479,-1.811
0.017578962412462484,0.7435125448028672,0.5179567892402346,2.3979,-1.165
0.1892239531227669,0.5195698924731182,0.7055372728573472,1.224,1.5374
0.8642275260826069,0.8475985663082437,0.9557876663328086,1.6373,3.3471
0.8007717593254253,0.14666666666666667,0.23780226069537835,-3.1327,7.0014
0.4511933685865371,0.4738351254480286,0.7981113177850907,-0.1284,3.5704
0.20523081320565956,0.2986379928315412,0.33981971669766764,2.849,-0.37
0.4599113905959697,0.12272401433691754,0.40520818428959793,-0.6364,3.7292
0.7561812205230813,0.8427240143369175,0.29403348118471884,-2.2828,5.8735
0.5681006145490926,0.4091756272401434,0.24681642581199026,-0.6364,3.9393
0.8992425325139346,0.5189964157706093,0.36271283445414215,-2.7132,6.3777
0.4743461483492926,0.9556989247311827,0.1589640864215195,1.8761,4.1703
0.6808632270973274,0.9782078853046594,0.6168264415510085,-0.9049,4.9814
0.8400743175646705,0.3376344086021505,0.6597510373443982,1.766,1.5191
0.8276404173217093,0.341505376344086,0.18972671340678204,2.4868,4.5857
0.31742175217950547,0.15612903225806446,0.6606095292602661,0.8872,1.8271
0.0067171644990710044,0.5103942652329749,0.06438689369008438,-0.0718,2.3405
0.33442904101757903,0.3350537634408602,0.2368006867935326,2.7033,4.7627
0.072602543947406,0.8126164874551971,0.3269423379596508,-2.5626,0.9126
0.26454194654852076,0.13706093189964158,0.9939905565889253,1.4453,1.0196
0.9076747177361726,0.40272401433691746,0.17126913721562453,-1.0497,4.3255
